Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Winter,2006,South Korea,8,37,21.621621621621621
Winter,1992,South Korea,3,23,13.043478260869565
Winter,1998,South Korea,5,28,17.857142857142858
Winter,2010,South Korea,12,38,31.578947368421051
Winter,2002,South Korea,3,39,7.6923076923076925
Winter,1994,South Korea,4,19,21.05263157894737
Winter,2014,South Korea,7,52,13.461538461538462
