Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Summer,2012,Brazil,17,138,12.318840579710145
Summer,2004,Brazil,10,133,7.518796992481203
Summer,2016,Brazil,18,222,8.1081081081081088
Summer,1996,Brazil,14,93,15.053763440860216
Summer,1992,Brazil,3,107,2.8037383177570092
Summer,2008,Brazil,15,145,10.344827586206897
Summer,2000,Brazil,11,96,11.458333333333334
