Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Summer,1996,Australia,39,211,18.48341232227488
Summer,2016,Australia,29,194,14.948453608247423
Summer,2008,Australia,44,219,20.091324200913242
Summer,2012,Australia,35,208,16.826923076923077
Summer,2000,Australia,55,270,20.37037037037037
Summer,2004,Australia,46,219,21.004566210045663
Summer,1992,Australia,26,153,16.993464052287582
