Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Winter,1998,Canada,13,55,23.636363636363637
Winter,2014,Canada,21,93,22.580645161290324
Winter,1992,Canada,7,51,13.725490196078431
Winter,1994,Canada,12,47,25.531914893617021
Winter,2010,Canada,24,83,28.91566265060241
Winter,2002,Canada,15,64,23.4375
Winter,2006,Canada,21,78,26.923076923076923
