Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Summer,2012,Greece,2,76,2.6315789473684212
Summer,2016,Greece,6,65,9.23076923076923
Summer,1996,Greece,8,94,8.51063829787234
Summer,2008,Greece,4,105,3.8095238095238093
Summer,2000,Greece,13,114,11.403508771929825
Summer,1992,Greece,2,53,3.7735849056603774
Summer,2004,Greece,16,215,7.441860465116279
