Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Winter,2014,Russia,29,94,30.851063829787233
Winter,2006,Russia,21,75,28.0
Winter,1994,Russia,18,56,32.142857142857146
Winter,2002,Russia,12,62,19.35483870967742
Winter,1998,Russia,13,52,25.0
Winter,2010,Russia,14,77,18.181818181818183
