Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Summer,1996,China,44,163,26.993865030674847
Summer,2000,China,45,171,26.315789473684209
Summer,2008,China,85,259,32.818532818532816
Summer,1992,China,44,158,27.848101265822784
Summer,2004,China,55,207,26.570048309178745
Summer,2012,China,74,212,34.905660377358494
Summer,2016,China,61,211,28.90995260663507
