Season,Year,region,nombre_medaille,nombre_competion,taux_victoire
Summer,1992,UK,20,203,9.8522167487684733
Summer,2012,UK,60,249,24.096385542168676
Summer,2016,UK,63,198,31.818181818181817
Summer,1996,UK,15,175,8.5714285714285712
Summer,2004,UK,29,162,17.901234567901234
Summer,2000,UK,27,179,15.083798882681565
Summer,2008,UK,42,185,22.7027027027027
